product_title,product_variant_title,quantity_sold
Wish,Little,0
Witchy ,Big,0
Witchy ,Little,0
Y'ALL Ain't Right TODDLER/KID,Default Title,0
Yellow Floral,Big,0
Yellow Floral,Little,0
Yellow Plaid,Little,0
Yellow Plaid,Big,0
Yellow Ribbons,Big Bow,3
Zoo Animals,Little / Nude Nylon,0
Zoo Animals,Big / Clip,0
Zoo Animals,Big / Black Nylon,0
Zoo Animals,Little / Black Nylon,0
Zoo Animals,Big / Nude Nylon,0
Zoo Animals,Little / Clip,0
“ You’re my person “,Big Bow,3
“ You’re my person “,Mini Bow,0
“ You’re my person “,Little Bow,0
“Baby it’s cold outside”,Mini Bow,1
“Baby it’s cold outside”,Big Bow,2
“Can’t Sit with Us/Squad”,Piggie Set ( 2 Mini Bows),0
“Can’t Sit with Us/Squad”,Little Bow,0
“Can’t sit with us” KID/TODDLER,White Shirt,0
“Can’t sit with us” KID/TODDLER,Grey Shirt,0
“LOVE” our troops,Little Bow,4
“LOVE” our troops,Big Bow,3
“Mahomies”,Big Bow,0
“Mahomies”,Headwrap,0
“Mahomies”,Topknot,0
“Mahomies”,Piggie Set (2 Mini Bows),0
“Mahomies”,Little Bow,0
“Mahomies”,Mini Bow,0
